question,answer
What is the operator of the registered aircraft involved in [AccidentNumber_NYC01LA198],John J. Moran
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_CHI05CA040],Cessna
What is the operator of the registered aircraft involved in [AccidentNumber_SEA04CA151],Jeremy R. Maus
What could have contributed to the cause of the accident [AccidentNumber_CEN12LA229],PILOT_IN_COMMAND|STUDENT_PILOT|COMPANY_MAINTENANCE_PERSONNEL
What is the engine type of the registered aircraft involved in [AccidentNumber_CHI03LA002],1Reciprocating
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_CHI02LA018],Piper
What could have contributed to the cause of the accident [AccidentNumber_CEN13LA252],PILOT_IN_COMMAND|STUDENT_PILOT|COMPANY_MAINTENANCE_PERSONNEL
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_NYC03LA003],Class 3 Valid Medical--w/ waivers/lim.
What is the landing gear type of the registered aircraft involved in [AccidentNumber_LAX02LA100],Tailwheel
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_CHI05CA208],Normal;Utility
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_ANC02LA088],Normal
What is the engine type of the registered aircraft involved in [AccidentNumber_SEA02LA046],2Reciprocating
What could have contributed to the cause of the accident [AccidentNumber_CEN11LA049],Attain/maintainNotPossible|Notattained/maintained
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_ATL05CA123],Class 2 With Waivers/Limitations
What is the engine model of the registered aircraft involved in [AccidentNumber_ATL03LA022],O-320-D3G
When was the last inspection of the registered aircraft involved in [AccidentNumber_FTW04FA052],Annual
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_SEA04LA048],Normal
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_IAD05LA071],Private
What is the aircraft category of the registered aircraft involved in [AccidentNumber_CHI04LA097],Airplane
What could have contributed to the cause of the accident [AccidentNumber_MIA84LA128],UNKNOWN|PILOT_IN_COMMAND
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_IAD05LA009],"Installed, not activated"
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_DFW05LA153],Lycoming
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_CHI02LA057],Private
When was the last inspection of the registered aircraft involved in [AccidentNumber_MIA03LA021],Annual
What is the engine model of the registered aircraft involved in [AccidentNumber_ANC04LA018],LTIO-540-J2BD
What could have contributed to the cause of the accident [AccidentNumber_ERA09CA318],ATC_PERSONNEL|PILOT_IN_COMMAND|GROUNDCREW|PILOT_OF_OTHER_AIRCRAFT|FLIGHTCREW|STUDENT_PILOT
When was the last inspection of the registered aircraft involved in [AccidentNumber_CHI03LA002],Annual
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_CHI03LA001],42 Hours
What could have contributed to the cause of the accident [AccidentNumber_ERA15LA001],FLIGHTCREW|COMPANY_MAINTENANCE_PERSONNEL|INSTRUCTOR/CHECK_PILOT|_UNKNOWN_PERSON|PILOT_IN_COMMAND|STUDENT_PILOT|PILOT_OF_OTHER_AIRCRAFT
What could have contributed to the cause of the accident [AccidentNumber_ANC89LA030],OTHER|UNQUALIFIEDPERSON|DUAL_STUDENT|PILOT_IN_COMMAND|PILOT_OF_OTHER_AIRCRAFT
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_ANC02FA042],Private
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_ATL02FA113],6831 Hours at time of accident
What is the aircraft model of the registered aircraft involved in [AccidentNumber_NYC04LA099],1900D
When was the last inspection of the registered aircraft involved in [AccidentNumber_ATL03LA101],Annual
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_DEN04LA144],527 Hours as of last inspection
What is the serial number of the registered aircraft involved in [AccidentNumber_MIA02FA079],27-4311
What is the engine type of the registered aircraft involved in [AccidentNumber_LAX02LA245],1Reciprocating
What could have contributed to the cause of the accident [AccidentNumber_SEA87LA061],OTHERPERSON|OTHER
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_MIA02LA077],"Installed, activated, did not aid in locating accident"
What is the aircraft category of the registered aircraft involved in [AccidentNumber_DFW05LA115],Airplane
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_SEA04LA063B],Glaser-Dirks
When was the last inspection of the registered aircraft involved in [AccidentNumber_SEA04LA134],100 Hour
What is the aircraft category of the registered aircraft involved in [AccidentNumber_MIA05CA068],Airplane
What is the landing gear type of the registered aircraft involved in [AccidentNumber_CHI03LA032],Retractable-Tricycle
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_DEN02LA067],Schreder
What is the aircraft category of the registered aircraft involved in [AccidentNumber_CHI01LA306],Airplane
What could have contributed to the cause of the accident [AccidentNumber_FTW83LA138],UNQUALIFIEDPERSON|DUAL_STUDENT|PILOT_IN_COMMAND|PILOT_OF_OTHER_AIRCRAFT|CHECK_PILOT|OTHERPERSON|PILOT_IN_COMMAND|OTHER|PILOT_IN_COMMAND
What is the aircraft model of the registered aircraft involved in [AccidentNumber_LAX02LA147],AT-802A
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_ATL03LA029],Single-engineLand;Single-engineSea
What is the engine type of the registered aircraft involved in [AccidentNumber_MIA02FA048],2Reciprocating
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_DEN01LA119],3152 Hours as of last inspection
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_DEN03LA117],Normal
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_MIA01GA070],"Installed, not activated"
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_SEA05CA035],TeledyneContinental
What could have contributed to the cause of the accident [AccidentNumber_LAX96LA256],INADEQUATE
Who is the registered owner of the registered aircraft involved in [AccidentNumber_MIA03LA021],Olen Reid
What is the aircraft model of the registered aircraft involved in [AccidentNumber_LAX01LA231],172N
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_CHI03LA034],1488.11 Hours
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_DEN01LA059],Experimental
What could have contributed to the cause of the accident [AccidentNumber_LAX90FA235],PILOT_IN_COMMAND
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_DEN04LA001],Experimental
What could have contributed to the cause of the accident [AccidentNumber_ANC10FA067],Attain/maintainNotPossible|Notattained/maintained|STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_ANC05LA021],Maule
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_DEN04FA027B],Multi-engineLand;Single-engineLand
What is the aircraft category of the registered aircraft involved in [AccidentNumber_DEN03LA027],Airplane
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_ATL02FA072],Class 1 Valid Medical--w/ waivers/lim.
What is the aircraft model of the registered aircraft involved in [AccidentNumber_SEA02LA117],172E
What could have contributed to the cause of the accident [AccidentNumber_LAX95LA152],OTHER_MAINTENANCE_PERSONNEL|MANUFACTURER
What was the instructor rating of the pilot in the aircraft involved in [AccidentNumber_CHI03LA143],Airplane Single-engine; Instrument Airplane
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_SEA02TA022],Allison
What is the operator of the registered aircraft involved in [AccidentNumber_CHI01LA195],"Ellinwood Flying Services,"
What is the engine model of the registered aircraft involved in [AccidentNumber_FTW01LA074],O-470-S
What is the operator of the registered aircraft involved in [AccidentNumber_FTW03LA004],Glenn Kuntz
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_CHI04FA203],Continental
What could have contributed to the cause of the accident [AccidentNumber_CEN09LA417],Malfunction|PILOT_IN_COMMAND|STUDENT_PILOT|COMPANY_MAINTENANCE_PERSONNEL
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_ATL04LA114],Lycoming
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_ATL05CA019],Normal
What could have contributed to the cause of the accident [AccidentNumber_ATL83FA095],MANUFACTURER|KITMANUFACTURER|PILOT_IN_COMMAND|PRODUCTION/DESIGNPERSONNEL
What is the engine type of the registered aircraft involved in [AccidentNumber_ANC03LA087],1Reciprocating
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_LAX04CA309],___Unknown___AirframeTotalTime
When was the last inspection of the registered aircraft involved in [AccidentNumber_CHI01FA111],Continuous Airworthiness
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_DEN01LA059],Class 3 Valid Medical--w/ waivers/lim.
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_ANC03LA025],"Installed, activated, did not aid in locating accident"
When was the last inspection of the registered aircraft involved in [AccidentNumber_CHI05CA210],___Unknown___TypeOfLastInspection
What is the aircraft category of the registered aircraft involved in [AccidentNumber_FTW04LA229],Airplane
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_CHI01LA061],Continental
What could have contributed to the cause of the accident [AccidentNumber_ERA09CA086],INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|NotSpecified|AwarenessOfCondition|ContributedToOutcome|AbilityTorespond/compensate|Response/compensation|EffectOnEquipment
What is the engine model of the registered aircraft involved in [AccidentNumber_MIA03LA139],O-360-A1A
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_DEN01LA154],Allison
What could have contributed to the cause of the accident [AccidentNumber_SEA96LA047],OTHER
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_SEA02LA001],Single-engineLand
When was the last inspection of the registered aircraft involved in [AccidentNumber_IAD05LA009],Annual
What is the aircraft model of the registered aircraft involved in [AccidentNumber_MIA04LA050],M20K
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_FTW03LA091],"Installed, activated, did not aid in locating accident"
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_DEN01LA062],Normal
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_IAD03FA035],Private
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_CHI04CA132],Continental
Who is the registered owner of the registered aircraft involved in [AccidentNumber_ATL01LA050],Robert W. Kell
What could have contributed to the cause of the accident [AccidentNumber_WPR15LA175],Fatigue/wear/corrosion|Failure|Damaged/degraded|Incorrectservice/maintenance
What could have contributed to the cause of the accident [AccidentNumber_GAA17CA199],STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|NotSpecified|Attain/maintainNotPossible|Notattained/maintained|CapabilityExceeded
What is the engine model of the registered aircraft involved in [AccidentNumber_CHI03LA045],IO-540-AB1A5
What could have contributed to the cause of the accident [AccidentNumber_WPR12LA057],EffectOnEquipment|EffectOnOperation
What is the engine model of the registered aircraft involved in [AccidentNumber_LAX05CA128],O-320-H2AD
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_MIA03LA139],SamualG.DaSilva
What is the aircraft model of the registered aircraft involved in [AccidentNumber_ANC04LA060],180E
