question,answer
What environmental issue caused [AccidentNumber_ANC02LA088]?,___Unknown___EnvironmentalIssue
What is the fourth event associated with [AccidentNumber_ATL82DA188]?,NOSE_OVER
What is the runway surface type associated with [AccidentNumber_CHI02LA226]?,___Unknown___RunwaySurfaceType
What caused [AccidentNumber_LAX88FA103]?,STALL/SPIN|REMEDIALACTION|SUPERVISION
What is the third event associated with [AccidentNumber_SEA85FA001]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the Flight Crew associated with [AccidentNumber_NYC05CA090]?,PILOT_IN_COMMAND
What is the condition of light associated with [AccidentNumber_CHI01LA112]?,Day
What medical certification does [Pilot_ATL05LA001] have?,Class 2 Valid Medical--w/ waivers/lim.
What is the runway surface type associated with [AccidentNumber_LAX04CA236]?,Asphalt
What is the third event associated with [AccidentNumber_LAX95FA029]?,IN_FLIGHT_COLLISION_WITH_OBJECT_-_UTILITY_POLE
What is the Visual Flight Rules approach associated with [AccidentNumber_SEA04FA032]?,___Unknown___VisualFlightRulesApproach
What [instrument rating] does [Pilot_ANC05LA021] have?,Airplane
What is the runway surface condition associated with [AccidentNumber_LAX03LA122]?,___Unknown___RunwaySurfaceCondition
What is the total injury associated with [AccidentNumber_LAX05CA129]?,1 Minor
What is the engine model associated with [Registration_N727SP]?,IO-360-L2A
What airworthiness certificate does [Registration_N3602D] have?,Experimental
What is the landing gear associated with [Registration_N441CX]?,Retractable-Tricycle
What is the first event associated with [AccidentNumber_IAD01LA035]?,AIRFRAME/COMPONENT/SYSTEM_FAILURE/MALFUNCTION
What is the aircraft damage associated with [AccidentNumber_ATL02LA148]?,Substantial
What is the total injury associated with [AccidentNumber_LAX01LA135]?,1 None
What is the aircraft issue that caused [AccidentNumber_LAX04LA084]?,___Unknown___AircraftIssue
What is the Flight Crew associated with [AccidentNumber_LAX04CA200]?,PILOT_IN_COMMAND
What is the engine manufacturer associated with [Registration_N75844]?,Lycoming
What airspace is associated with [AccidentNumber_CHI03LA187]?,ClassE
What is the Flight Crew associated with [AccidentNumber_NYC88LA099]?,PILOT_IN_COMMAND
What caused [AccidentNumber_DEN02LA013]?,TERRAINCONDITION|REASONFOROCCURRENCEUNDETERMINED|ALTITUDE|AIRSPEED
What engine is associated with [Registration_N9808X]?,1Reciprocating
What is the condition of light associated with [AccidentNumber_IAD02FA047]?,Day
What is the lowest cloud condition associated with [AccidentNumber_MIA05CA065]?,Clear
What is the runway surface condition associated with [AccidentNumber_ATL04LA001]?,___Unknown___RunwaySurfaceCondition
What environmental issue caused [AccidentNumber_ANC01LA080]?,___Unknown___EnvironmentalIssue
What airworthiness certificate does [Registration_N1029G] have?,Normal
What airspace is associated with [AccidentNumber_FTW04LA001]?,ClassG
What is the restraint used associated with [Pilot_ATL01LA046]?,"Seatbelt, Shoulder harness"
What aircraft category does [Registration_N1UH] belong to?,Airplane
What airworthiness certificate does [Registration_N89FB] have?,Normal
What medical certification does [Pilot_MIA03CA103] have?,Class 3
What is the airplane rating associated with [Pilot_NYC02LA101]?,Single-engineLand
What was the result of the last inspection for [Registration_N4686J]?,Annual
What is the Flight Crew associated with [AccidentNumber_LAX01LA163]?,PILOT_IN_COMMAND
What airspace is associated with [AccidentNumber_DEN01LA038]?,ClassG
What is the Flight Crew associated with [AccidentNumber_ATL84LA008]?,PILOT_IN_COMMAND
What is the aircraft manufacturer associated with [Registration_N4401X]?,Piper
What is the Flight Crew associated with [AccidentNumber_ANC87LA132]?,PILOT_IN_COMMAND
What does [Registration_N448DH] have in terms of an emergency locator transmitter?,"Installed, activated, aided in locating accident"
What is the Flight Crew associated with [AccidentNumber_CHI95FA050]?,PILOT_IN_COMMAND
What is the aircraft damage associated with [AccidentNumber_LAX02LA100]?,Substantial
What is the Federal Aviation Regulation associated with [AccidentNumber_CHI04CA172]?,Part91GeneralAviation-Personal
What is the engine manufacturer associated with [Registration_N53828]?,Lycoming
In which country did [AccidentNumber_LAX03LA044] occur?,CA
What aircraft category does [Registration_N8772M] belong to?,Airplane
What is the aircraft manufacturer associated with [Registration_N8772M]?,Beech
What aircraft category does [Registration_N3264Z] belong to?,Airplane
What is the seat occupancy associated with [Pilot_ATL01LA050]?,Left
What is the aircraft manufacturer associated with [Registration_N502CL]?,Cessna
What is the Visual Flight Rules approach associated with [AccidentNumber_MIA03LA139]?,___Unknown___VisualFlightRulesApproach
What is the Visual Flight Rules approach associated with [AccidentNumber_MIA03LA089]?,TrafficPattern
What are the conditions at the accident site associated with [AccidentNumber_ATL04LA063]?,Visual Conditions
What is the Flight Crew associated with [AccidentNumber_MKC86LA099]?,PILOT_IN_COMMAND
What is the runway surface type associated with [AccidentNumber_CHI05LA086]?,Asphalt
What caused [AccidentNumber_ATL90FA001]?,SPATIALDISORIENTATION|WEATHERCONDITION|DESIGNSTRESSLIMITSOFAIRCRAFT|AIRCRAFTCONTROL
What is the clearance associated with [AccidentNumber_LAX02LA221]?,VFR
What airspace is associated with [AccidentNumber_NYC02LA090]?,ClassG
What flight plan was filed for [AccidentNumber_CHI04CA172]?,IFR
What is the aircraft issue that caused [AccidentNumber_NYC03LA003]?,___Unknown___AircraftIssue
What is the condition of light associated with [AccidentNumber_CHI01LA060]?,Day
What is the airport associated with [AccidentNumber_DEN04LA017]?,___Unknown___Airport
In which country did [AccidentNumber_ANC01LA097] occur?,AK
What is the first event associated with [AccidentNumber_CHI01LA112]?,LOSS_OF_ENGINE_POWER
What is the landing gear associated with [Registration_N457PH]?,Skid
What is the Flight Crew associated with [AccidentNumber_CHI93LA045]?,PILOT_IN_COMMAND
What is the Flight Crew associated with [AccidentNumber_LAX86LA203]?,PILOT_IN_COMMAND
What caused [AccidentNumber_MIA02LA165]?,FUELSUPPLY|FLUIDFUEL
What engine is associated with [Registration_N60U]?,2TurboProp
What is the airplane rating associated with [Pilot_FTW02LA001]?,Multi-engineLand;Single-engineLand
What is the first event associated with [AccidentNumber_NYC93LA034]?,OVERRUN
What is the first event associated with [AccidentNumber_MIA02FA079]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the fourth event associated with [AccidentNumber_NYC95LA131]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the first event associated with [AccidentNumber_SEA88LA043]?,IN_FLIGHT_COLLISION_WITH_OBJECT_-_TREE(S)
What is the landing gear associated with [Registration_N642AS]?,Retractable-Tricycle
What is the Flight Crew associated with [AccidentNumber_DEN86FA034]?,PILOT_IN_COMMAND
What is the total injury associated with [AccidentNumber_ATL02TA030]?,2 Minor
What does [Registration_N457PH] have in terms of an emergency locator transmitter?,"Installed, not activated"
What caused [AccidentNumber_LAX00LA067]?,GOAROUND|FLUIDFUEL|AIRCRAFTCONTROL|FLIGHTPLANNING/DECISION|FUELCONSUMPTIONCALCULATIONS
What is the runway surface type associated with [AccidentNumber_FTW04LA087]?,___Unknown___RunwaySurfaceType
What caused [AccidentNumber_BFO90FA053]?,STALL|AIRSPEED|GEAREXTENSION|PLANNING/DECISION
What is the airplane rating associated with [Pilot_LAX01LA231]?,Single-engineLand
What is the second event associated with [AccidentNumber_ATL87LA069]?,ON_GROUND/WATER_ENCOUNTER_WITH_TERRAIN/WATER
What is the second event associated with [AccidentNumber_DEN00LA055]?,FORCED_LANDING
What certificate does [Pilot_MIA05CA002] have?,FlightInstructor;Commercial
What is the total injury associated with [AccidentNumber_ANC01LA028]?,3 None
What was the result of the last inspection for [Registration_N7504W]?,Annual
What was the result of the last inspection for [Registration_N6613G]?,Annual
What is the second event associated with [AccidentNumber_NYC94LA164]?,NOSE_GEAR_COLLAPSED
What is the aircraft manufacturer associated with [Registration_N6613G]?,Cessna
What is the aircraft manufacturer associated with [Registration_N50G]?,Beech
What caused [AccidentNumber_FTW86FA075]?,TERRAINCONDITION|REASONFOROCCURRENCEUNDETERMINED
What caused [AccidentNumber_FTW91LA075]?,FLIGHTINTOKNOWNADVERSEWEATHER|DIRECTIONALCONTROL|WEATHERCONDITION
What aircraft model is associated with [Registration_N9758G]?,172N
What is the engine manufacturer associated with [Registration_N55854]?,Lycoming
What is the runway surface type associated with [AccidentNumber_CHI02LA045]?,Asphalt
What is the restraint used associated with [Pilot_LAX03LA018]?,Seatbelt
What is the lowest ceiling associated with [AccidentNumber_CHI03LA326]?,Broken / 25000 ft agl
What is the first event associated with [AccidentNumber_SEA95FA111]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the second event associated with [AccidentNumber_FTW84LA081]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the clearance associated with [AccidentNumber_CHI03FA238B]?,VFR
What environmental issue caused [AccidentNumber_CHI03LA063]?,___Unknown___EnvironmentalIssue
What is the runway surface condition associated with [AccidentNumber_FTW02LA010]?,___Unknown___RunwaySurfaceCondition
What is the first event associated with [AccidentNumber_FTW97LA053]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER
What caused [AccidentNumber_DEN90LA029]?,CARBURETORHEAT|WEATHERCONDITION|WEATHERFORECAST|VFRFLIGHTINTOIMC
What is the landing gear associated with [Registration_N997SA]?,Skid
What engine is associated with [Registration_N528EE]?,1Reciprocating
What is the airplane rating associated with [Pilot_ANC05FA039]?,Single-engineLand
What is the Visual Flight Rules approach associated with [AccidentNumber_ANC01LA099]?,___Unknown___VisualFlightRulesApproach
What is the fourth event associated with [AccidentNumber_CHI01LA112]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the Flight Crew associated with [AccidentNumber_ATL88FA131]?,PILOT_IN_COMMAND
What is the runway surface condition associated with [AccidentNumber_LAX01LA163]?,___Unknown___RunwaySurfaceCondition
What is the instrument flight rules approach associated with [AccidentNumber_DEN04LA019]?,___Unknown___InstrumentFlightRulesApproach
What is the second event associated with [AccidentNumber_DFW07CA192]?,ON_GROUND/WATER_ENCOUNTER_WITH_TERRAIN/WATER
What is the first event associated with [AccidentNumber_SEA01LA164]?,IN_FLIGHT_COLLISION_WITH_OBJECT_-_FENCE
What engine is associated with [Registration_N89FB]?,1TurboShaft
What is the Flight Crew associated with [AccidentNumber_FTW85LA240]?,PILOT_IN_COMMAND
What is the second event associated with [AccidentNumber_LAX06FA283]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the first event associated with [AccidentNumber_LAX95LA177]?,AIRFRAME/COMPONENT/SYSTEM_FAILURE/MALFUNCTION
What is the airplane rating associated with [Pilot_IAD05LA051]?,Single-engineLand
What is the Flight Crew associated with [AccidentNumber_ATL87LA053]?,PILOT_IN_COMMAND
What is the aircraft issue that caused [AccidentNumber_LAX02FA038]?,___Unknown___AircraftIssue
What is the first event associated with [AccidentNumber_SEA06CA023]?,ON_GROUND/WATER_COLLISION_WITH_OBJECT_-_VEHICLE
What caused [AccidentNumber_BFO87LA025]?,COMPENSATIONFORWINDCONDITIONS|DIRECTIONALCONTROL|WEATHERCONDITION
What is the aircraft issue that caused [AccidentNumber_CHI03LA147]?,___Unknown___AircraftIssue
What is the second event associated with [AccidentNumber_LAX92AMS03]?,FORCED_LANDING
What is the Flight Crew associated with [AccidentNumber_FTW83LA214]?,DUAL_STUDENT|PILOT_IN_COMMAND(CFI)
What are the conditions at the accident site associated with [AccidentNumber_LAX02LA036]?,Visual Conditions
What airspace is associated with [AccidentNumber_ANC01LA080]?,ClassE
What is the second event associated with [AccidentNumber_FTW91LA044]?,ON_GROUND/WATER_ENCOUNTER_WITH_TERRAIN/WATER
What is the first event associated with [AccidentNumber_DEN88LA196]?,ON_GROUND/WATER_COLLISION_WITH_OBJECT_-_OTHER
What is the landing gear associated with [Registration_N401LC]?,Retractable-Tricycle
What is the restraint used associated with [Pilot_FTW02LA135]?,Seatbelt
What is the second event associated with [AccidentNumber_MIA92LA180]?,FORCED_LANDING
What is the Flight Crew associated with [AccidentNumber_FTW93LA202]?,PILOT_IN_COMMAND
What is the aircraft damage associated with [AccidentNumber_CHI01LA194]?,Destroyed
What airworthiness certificate does [Registration_N30913] have?,Restricted
What is the second event associated with [AccidentNumber_NYC86FHD01]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER
What is the second event associated with [AccidentNumber_NYC86LA167]?,ON_GROUND/WATER_COLLISION_WITH_OBJECT_-_RUNWAY_LIGHT
What is the Flight Crew associated with [AccidentNumber_ANC90LA001]?,PILOT_IN_COMMAND
What is the Flight Crew associated with [AccidentNumber_FTW88DRG12]?,PILOT_IN_COMMAND
What is the aircraft issue that caused [AccidentNumber_SEA04LA077]?,___Unknown___AircraftIssue
In which country did [AccidentNumber_IAD05LA029] occur?,NY
What is the aircraft manufacturer associated with [Registration_N89FB]?,Bell
What medical certification does [Pilot_LAX05LA154] have?,Class 3 With Waivers/Limitations
What is the second event associated with [AccidentNumber_DFW05CA097]?,GEAR_COLLAPSED
What medical certification does [Pilot_ANC01LA141] have?,Class 3 Valid Medical--w/ waivers/lim.
What is the third event associated with [AccidentNumber_LAX87LA201]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the fourth event associated with [AccidentNumber_FTW87FA183]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What instructor rating does [Pilot_CHI05CA039] have?,___Unknown___InstructorRating
What airspace is associated with [AccidentNumber_MIA02LA122]?,ClassD
What is the fourth event associated with [AccidentNumber_MIA99LA073]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the lowest cloud condition associated with [AccidentNumber_ATL01LA063B]?,Clear
What is the Visual Flight Rules approach associated with [AccidentNumber_MIA03LA035]?,ForcedLanding
What is the aircraft manufacturer associated with [Registration_N9789D]?,Piper
What is the seat occupancy associated with [Pilot_ATL01LA086]?,Left
What environmental issue caused [AccidentNumber_LAX03LA122]?,___Unknown___EnvironmentalIssue
What was the result of the last inspection for [Registration_N731KG]?,Annual
What is the first event associated with [AccidentNumber_MKC84LA055]?,ON_GROUND/WATER_COLLISION_WITH_OBJECT_-_TREE(S)
What airspace is associated with [AccidentNumber_DEN01LA080]?,ClassG
What caused [AccidentNumber_BFO88LA041]?,TERRAINCONDITION|ABORTEDTAKEOFF|STALL/MUSH|LIFTOFF
What is the first event associated with [AccidentNumber_DEN89FA001]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What does [Registration_N3575X] have in terms of an emergency locator transmitter?,___Unknown___ELT
What is the runway surface condition associated with [AccidentNumber_NYC01LA198]?,Dry
What is the aircraft issue that caused [AccidentNumber_ANC04LA034]?,___Unknown___AircraftIssue
What is the runway surface type associated with [AccidentNumber_DFW05LA026]?,Asphalt
What is the restraint used associated with [Pilot_LAX01LA135]?,"Seatbelt, Shoulder harness"
What is the airplane rating associated with [Pilot_CHI03LA063]?,Multi-engineLand;Single-engineLand
What is the lowest cloud condition associated with [AccidentNumber_LAX02LA076]?,Clear
What is the second event associated with [AccidentNumber_ATL91FA120]?,FORCED_LANDING
What is the Flight Crew associated with [AccidentNumber_ANC88FA065]?,PILOT_IN_COMMAND
What caused [AccidentNumber_MIA98LA066]?,TERRAINCONDITION|STALL|AIRSPEED
What is the seat occupancy associated with [Pilot_FTW03FA028]?,Right
What is the restraint used associated with [Pilot_CHI01LA195]?,"Seatbelt, Shoulder harness"
What is the third event associated with [AccidentNumber_SEA92LA087]?,NOSE_GEAR_COLLAPSED
What is the aircraft issue that caused [AccidentNumber_ATL03LA101]?,___Unknown___AircraftIssue
What environmental issue caused [AccidentNumber_CHI05LA064]?,___Unknown___EnvironmentalIssue
